Quận,Loại hình nhà ở,Giấy tờ pháp lý,ViTriXa_km,TuoiNha,Số tầng,Số phòng ngủ,Diện tích_m2,Giá_m2
Quận Long Biên,Duplex,Sổ hồng,7.3,21,17,4,141,146.2
Quận Thanh Xuân,Duplex,Sổ hồng,19.5,21,16,3,126,110.8
Quận Thanh Xuân,Chung cư,Sổ hồng,10.6,24,27,4,129,126.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,7.9,9,38,1,125,147.6
Quận Hai Bà Trưng,Chung cư,Đã có sổ,11.9,31,13,5,56,116.4
Quận Tây Hồ,Chung cư,Sổ hồng,6.4,4,26,1,90,157.9
Quận Cầu Giấy,Penthouse,Sổ hồng,4,14,39,2,67,158.6
Quận Long Biên,Chung cư,Sổ hồng,3.7,38,21,4,95,138.4
Quận Đống Đa,Duplex,Sổ hồng,3.8,6,36,5,121,160.1
Quận Đống Đa,Duplex,Sổ hồng,5,14,19,5,72,152.8
Quận Cầu Giấy,Chung cư,Sổ hồng,17.8,34,9,2,137,113.2
Quận Hà Đông,Chung cư,Đã có sổ,8.4,1,4,3,75,132.6
Quận Thanh Xuân,Chung cư,Sổ hồng,0.5,12,12,3,108,151.6
Quận Thanh Xuân,Chung cư,Đã có sổ,6.4,10,31,2,148,151.7
Quận Hà Đông,Penthouse,Đã có sổ,19.9,12,3,5,117,115.1
Quận Long Biên,Chung cư,Đã có sổ,14.9,26,21,4,81,108.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,10.3,4,21,4,131,134.3
Quận Đống Đa,Duplex,Sổ hồng,3,4,31,5,57,154.3
Quận Đống Đa,Chung cư,Đã có sổ,9.4,17,16,3,102,132.6
Quận Hà Đông,Chung cư,Sổ hồng,13,15,34,3,125,116.9
Quận Tây Hồ,Duplex,Sổ hồng,18.4,12,4,4,106,127.6
Quận Đống Đa,Chung cư,Đã có sổ,10.1,25,17,3,121,134.9
Quận Thanh Xuân,Duplex,Đã có sổ,11.2,17,25,2,95,141.2
Quận Thanh Xuân,Duplex,Sổ hồng,11.6,29,8,3,124,133.8
Quận Đống Đa,Chung cư,Sổ hồng,19,25,38,3,42,102.8
Quận Đống Đa,Chung cư,Sổ hồng,7.1,21,39,5,91,142.3
Quận Cầu Giấy,Chung cư,Đã có sổ,17.3,5,4,5,71,115.3
Quận Long Biên,Chung cư,Sổ hồng,8.9,24,22,5,71,111
Quận Hai Bà Trưng,Chung cư,Đã có sổ,14.9,7,27,3,93,120.3
Quận Hai Bà Trưng,Chung cư,Đã có sổ,9.9,38,23,1,84,127.7
Quận Cầu Giấy,Penthouse,Sổ hồng,11.3,20,18,1,83,147.7
Quận Hà Đông,Chung cư,Đã có sổ,6.9,2,29,5,82,136.9
Quận Tây Hồ,Duplex,Đã có sổ,8.6,34,32,2,78,136
Quận Long Biên,Chung cư,Đã có sổ,10.7,39,10,1,131,129.1
Quận Thanh Xuân,Chung cư,Sổ hồng,12.3,35,10,4,148,129.2
Quận Cầu Giấy,Penthouse,Sổ hồng,7.7,34,3,2,75,143.6
Quận Hà Đông,Duplex,Sổ hồng,16.8,1,25,5,74,109
Quận Hà Đông,Chung cư,Sổ hồng,14.5,5,35,5,72,110.6
Quận Hai Bà Trưng,Chung cư,Sổ hồng,9.3,27,9,2,141,129.9
Quận Tây Hồ,Chung cư,Sổ hồng,14.8,32,30,3,121,125.2
Quận Hà Đông,Chung cư,Đã có sổ,0.6,35,15,1,118,149.2
Quận Cầu Giấy,Duplex,Sổ hồng,12.1,35,20,3,48,120.5
Quận Long Biên,Duplex,Sổ hồng,10.7,8,31,3,145,134
Quận Cầu Giấy,Chung cư,Đã có sổ,10.5,30,39,4,58,123.2
Quận Tây Hồ,Chung cư,Sổ hồng,12.3,37,32,3,111,133.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,16.1,36,25,5,97,107.1
Quận Tây Hồ,Duplex,Đã có sổ,1.4,0,18,4,131,180
Quận Thanh Xuân,Chung cư,Sổ hồng,3.4,19,22,5,61,144.3
Quận Cầu Giấy,Penthouse,Sổ hồng,0.7,35,21,3,133,169.1
Quận Hà Đông,Duplex,Sổ hồng,5.1,33,35,3,110,137.8
Quận Hà Đông,Chung cư,Sổ hồng,19.6,7,5,4,88,89.4
Quận Thanh Xuân,Duplex,Sổ hồng,7.8,13,19,3,144,147.6
Quận Tây Hồ,Chung cư,Sổ hồng,11.7,3,12,2,91,134.8
Quận Long Biên,Chung cư,Sổ hồng,19.8,37,19,5,111,91.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,12.7,13,33,3,79,115.4
Quận Cầu Giấy,Penthouse,Đã có sổ,3.8,16,5,3,117,176.7
Quận Hai Bà Trưng,Chung cư,Đã có sổ,16.2,24,37,3,63,111.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,11.3,18,35,1,74,122.8
Quận Hà Đông,Chung cư,Đã có sổ,19.9,5,37,2,120,107.1
Quận Tây Hồ,Chung cư,Sổ hồng,15.2,14,38,5,78,122.3
Quận Cầu Giấy,Duplex,Sổ hồng,19.9,8,28,1,115,112.6
Quận Thanh Xuân,Duplex,Đã có sổ,17.9,13,26,5,56,108
Quận Cầu Giấy,Chung cư,Đã có sổ,4.1,11,32,4,86,156.8
Quận Long Biên,Chung cư,Sổ hồng,15.1,4,16,1,37,106.2
Quận Đống Đa,Chung cư,Đã có sổ,10.2,31,23,2,136,135.8
Quận Thanh Xuân,Chung cư,Đã có sổ,3,1,21,3,142,156
Quận Cầu Giấy,Duplex,Sổ hồng,11.6,23,21,4,81,125.7
Quận Cầu Giấy,Chung cư,Sổ hồng,2.3,39,5,4,131,157.5
Quận Cầu Giấy,Duplex,Sổ hồng,15.4,39,39,5,100,111.6
Quận Hà Đông,Chung cư,Đã có sổ,7.5,27,13,1,103,135.2
Quận Thanh Xuân,Chung cư,Sổ hồng,16.3,20,30,2,72,112.4
Quận Thanh Xuân,Chung cư,Sổ hồng,13.8,4,21,2,90,111.9
Quận Long Biên,Chung cư,Đã có sổ,17.6,30,8,3,94,101.4
Quận Hà Đông,Chung cư,Sổ hồng,4.1,33,17,2,88,136.9
Quận Hai Bà Trưng,Chung cư,Sổ hồng,13.1,39,25,3,75,106.2
Quận Cầu Giấy,Chung cư,Đã có sổ,17.3,8,23,4,141,120.1
Quận Hà Đông,Chung cư,Sổ hồng,4.9,30,24,2,142,133
Quận Hà Đông,Chung cư,Sổ hồng,15.8,34,27,3,43,90.6
Quận Thanh Xuân,Chung cư,Sổ hồng,6.1,16,16,5,42,132.7
Quận Cầu Giấy,Chung cư,Đã có sổ,16.4,10,33,1,97,113
Quận Long Biên,Duplex,Đã có sổ,10.6,10,22,2,111,135.6
Quận Tây Hồ,Chung cư,Đã có sổ,13.5,32,39,2,123,132.8
Quận Cầu Giấy,Chung cư,Sổ hồng,7.7,14,35,2,117,146.2
Quận Hà Đông,Chung cư,Sổ hồng,16.6,4,16,3,73,108.1
Quận Tây Hồ,Chung cư,Đã có sổ,2.9,39,34,4,92,153.7
Quận Cầu Giấy,Chung cư,Sổ hồng,4.3,10,20,1,128,154.2
Quận Đống Đa,Chung cư,Đã có sổ,2.3,18,6,2,51,143
Quận Tây Hồ,Duplex,Sổ hồng,19,30,14,4,113,119.9
Quận Tây Hồ,Chung cư,Đã có sổ,9.6,29,21,4,139,139.3
Quận Hà Đông,Chung cư,Đã có sổ,9.8,18,38,5,56,118.9
Quận Cầu Giấy,Chung cư,Sổ hồng,6.4,15,19,2,90,135.3
Quận Thanh Xuân,Chung cư,Đã có sổ,9.7,20,16,5,122,137.5
Quận Long Biên,Chung cư,Sổ hồng,5.1,4,20,5,81,137.7
Quận Tây Hồ,Duplex,Sổ hồng,19.1,26,24,5,142,118.7
Quận Đống Đa,Chung cư,Đã có sổ,5.6,30,27,4,125,153.3
Quận Hai Bà Trưng,Penthouse,Sổ hồng,18.5,25,11,3,91,119.7
Quận Hai Bà Trưng,Chung cư,Đã có sổ,10,7,22,2,57,130.2
Quận Hai Bà Trưng,Chung cư,Sổ hồng,9,6,17,1,133,141.7
Quận Long Biên,Penthouse,Sổ hồng,16.2,17,38,4,59,115.2
Quận Hai Bà Trưng,Duplex,Đã có sổ,10.1,36,6,1,55,122.1
Quận Đống Đa,Chung cư,Sổ hồng,5.7,39,6,2,50,134.5
Quận Thanh Xuân,Chung cư,Sổ hồng,9,22,10,5,77,125.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,9.1,32,36,1,104,131
Quận Hà Đông,Chung cư,Đã có sổ,6.3,23,35,2,118,133.3
Quận Thanh Xuân,Duplex,Đã có sổ,8.7,32,33,5,140,142.1
Quận Long Biên,Chung cư,Sổ hồng,2.8,32,39,1,83,133.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,18.8,27,10,5,80,107.4
Quận Tây Hồ,Chung cư,Đã có sổ,13,1,14,4,57,139.1
Quận Cầu Giấy,Chung cư,Sổ hồng,4.3,32,39,4,36,135.1
Quận Đống Đa,Chung cư,Đã có sổ,15.9,35,12,5,120,114.3
Quận Thanh Xuân,Chung cư,Sổ hồng,5.7,37,15,1,95,139.8
Quận Tây Hồ,Chung cư,Sổ hồng,12.1,17,7,1,125,129.8
Quận Cầu Giấy,Chung cư,Sổ hồng,18.3,8,3,4,61,114.6
Quận Đống Đa,Chung cư,Sổ hồng,15.4,24,27,1,95,114.3
Quận Long Biên,Penthouse,Sổ hồng,2.9,33,11,3,97,152.1
Quận Hà Đông,Chung cư,Sổ hồng,11.1,27,15,1,45,107.1
Quận Tây Hồ,Chung cư,Sổ hồng,14.3,35,13,1,45,118.6
Quận Long Biên,Penthouse,Sổ hồng,4.4,13,39,1,47,146.9
Quận Thanh Xuân,Duplex,Sổ hồng,2.5,35,31,1,133,158.2
Quận Cầu Giấy,Chung cư,Sổ hồng,3.4,9,31,1,75,148.4
Quận Thanh Xuân,Chung cư,Đã có sổ,19.3,8,10,2,106,112.5
Quận Thanh Xuân,Chung cư,Sổ hồng,17,2,11,1,87,104.9
Quận Long Biên,Chung cư,Đã có sổ,17.2,2,37,3,46,106.6
Quận Tây Hồ,Chung cư,Sổ hồng,5.3,9,27,2,47,140.6
Quận Cầu Giấy,Chung cư,Sổ hồng,11.4,24,35,2,129,129.5
Quận Hà Đông,Chung cư,Sổ hồng,10,22,30,4,43,114.1
Quận Đống Đa,Duplex,Đã có sổ,16.8,10,21,3,66,120.9
Quận Cầu Giấy,Chung cư,Đã có sổ,8.7,21,3,4,121,143.3
Quận Hà Đông,Penthouse,Sổ hồng,11,26,34,4,66,134.8
Quận Thanh Xuân,Duplex,Sổ hồng,11.8,2,18,3,44,122.8
Quận Đống Đa,Duplex,Đã có sổ,7.7,12,27,3,106,151.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,1.2,29,16,1,140,159.1
Quận Hai Bà Trưng,Chung cư,Đã có sổ,10.2,33,39,1,77,125
Quận Cầu Giấy,Chung cư,Đã có sổ,10.1,29,6,4,146,140.3
Quận Long Biên,Chung cư,Đã có sổ,1.3,23,4,3,40,140.6
Quận Hai Bà Trưng,Chung cư,Sổ hồng,10,0,11,2,58,126.2
Quận Long Biên,Duplex,Sổ hồng,10.5,35,12,3,144,130.8
Quận Hà Đông,Chung cư,Đã có sổ,3.1,11,14,4,40,138.8
Quận Long Biên,Chung cư,Sổ hồng,3.3,19,32,4,144,149.5
Quận Long Biên,Duplex,Sổ hồng,18.8,1,7,3,146,111.5
Quận Hà Đông,Chung cư,Đã có sổ,4.2,24,33,4,53,134.3
Quận Hà Đông,Chung cư,Sổ hồng,6.6,31,4,3,83,117.3
Quận Tây Hồ,Chung cư,Đã có sổ,6.3,32,23,1,55,144.1
Quận Hai Bà Trưng,Chung cư,Đã có sổ,13.3,30,5,1,38,107.3
Quận Tây Hồ,Chung cư,Sổ hồng,13,35,3,5,67,121.8
Quận Long Biên,Chung cư,Sổ hồng,18.3,19,21,5,108,92.8
Quận Đống Đa,Chung cư,Sổ hồng,8.4,23,12,3,69,128.7
Quận Cầu Giấy,Duplex,Sổ hồng,15.7,28,19,4,67,124.7
Quận Thanh Xuân,Chung cư,Sổ hồng,7.9,2,4,3,135,144
Quận Tây Hồ,Penthouse,Sổ hồng,5.2,3,35,5,90,164.4
Quận Thanh Xuân,Chung cư,Sổ hồng,17.9,3,20,5,80,100.4
Quận Cầu Giấy,Duplex,Sổ hồng,9.9,12,20,2,73,139
Quận Hai Bà Trưng,Chung cư,Đã có sổ,8.1,14,3,4,126,143.9
Quận Hai Bà Trưng,Penthouse,Đã có sổ,18.2,6,7,2,115,128.6
Quận Thanh Xuân,Chung cư,Sổ hồng,18.8,35,7,5,146,102.4
Quận Thanh Xuân,Chung cư,Đã có sổ,9.3,10,13,2,79,130.6
Quận Hà Đông,Chung cư,Sổ hồng,0.9,20,35,1,99,144.5
Quận Cầu Giấy,Chung cư,Sổ hồng,1.1,38,39,1,83,149.7
Quận Long Biên,Chung cư,Đã có sổ,12.4,11,10,4,47,116.5
Quận Thanh Xuân,Duplex,Sổ hồng,17.1,16,4,1,74,105.8
Quận Long Biên,Chung cư,Sổ hồng,17.6,21,19,5,126,102.6
Quận Long Biên,Duplex,Sổ hồng,18.1,17,25,1,109,108.8
Quận Hai Bà Trưng,Duplex,Sổ hồng,16.2,3,21,5,84,115.6
Quận Thanh Xuân,Penthouse,Sổ hồng,17.5,5,21,5,110,129
Quận Hà Đông,Chung cư,Sổ hồng,16.9,15,37,3,144,110.5
Quận Hà Đông,Chung cư,Sổ hồng,16.9,38,7,4,47,93.8
Quận Thanh Xuân,Chung cư,Sổ hồng,6.9,8,24,1,139,139.9
Quận Long Biên,Chung cư,Sổ hồng,8.2,13,11,2,60,126
Quận Hà Đông,Chung cư,Sổ hồng,6.7,38,14,5,63,124.5
Quận Long Biên,Chung cư,Sổ hồng,3.5,31,16,4,134,139
Quận Cầu Giấy,Chung cư,Sổ hồng,7,11,15,1,93,144
Quận Cầu Giấy,Chung cư,Đã có sổ,18.2,6,38,3,145,118.4
Quận Tây Hồ,Chung cư,Sổ hồng,19.4,5,11,5,108,113.9
Quận Đống Đa,Chung cư,Sổ hồng,3.4,25,27,5,56,139
Quận Hà Đông,Chung cư,Sổ hồng,13.4,27,19,2,84,110.2
Quận Đống Đa,Chung cư,Đã có sổ,19.4,8,17,4,147,111.4
Quận Thanh Xuân,Chung cư,Đã có sổ,4.5,21,10,1,110,144.3
Quận Hai Bà Trưng,Duplex,Đã có sổ,16.9,2,4,3,54,121.3
Quận Cầu Giấy,Penthouse,Sổ hồng,6.3,22,7,4,148,155.4
Quận Đống Đa,Duplex,Sổ hồng,8.5,17,4,2,74,143.2
Quận Đống Đa,Chung cư,Đã có sổ,18.4,4,3,1,106,111.1
Quận Tây Hồ,Chung cư,Đã có sổ,1.6,37,21,4,100,160.5
Quận Đống Đa,Penthouse,Sổ hồng,9.2,21,13,2,103,144.8
Quận Cầu Giấy,Duplex,Đã có sổ,10.4,33,15,4,98,133.2
Quận Đống Đa,Duplex,Đã có sổ,18.1,13,14,5,94,117.6
Quận Cầu Giấy,Chung cư,Sổ hồng,11.7,27,16,4,60,126.4
Quận Thanh Xuân,Chung cư,Sổ hồng,18.9,39,34,2,49,90.4
Quận Cầu Giấy,Duplex,Sổ hồng,6.7,25,37,3,48,140.6
Quận Hà Đông,Chung cư,Đã có sổ,10.1,1,30,1,140,135.8
Quận Cầu Giấy,Chung cư,Sổ hồng,0.9,31,15,4,134,149.9
Quận Hà Đông,Chung cư,Sổ hồng,19.8,14,29,5,43,77.6
Quận Tây Hồ,Chung cư,Sổ hồng,5,13,35,5,131,155
Quận Hai Bà Trưng,Chung cư,Đã có sổ,18.6,13,35,2,135,113.9
Quận Cầu Giấy,Chung cư,Sổ hồng,8.3,20,11,5,93,129.9
Quận Thanh Xuân,Chung cư,Sổ hồng,3.7,32,28,4,94,146.1
Quận Hai Bà Trưng,Chung cư,Đã có sổ,8.7,35,7,2,107,132.1
Quận Long Biên,Chung cư,Đã có sổ,6.8,37,36,5,104,137.4
Quận Cầu Giấy,Chung cư,Đã có sổ,19.1,34,5,1,44,107.2
Quận Long Biên,Duplex,Đã có sổ,15.5,35,31,5,105,114.3
Quận Đống Đa,Chung cư,Sổ hồng,4.5,28,20,4,55,143.5
Quận Đống Đa,Chung cư,Sổ hồng,11,0,32,3,143,135.3
Quận Tây Hồ,Chung cư,Sổ hồng,13.6,22,17,1,76,123.9
Quận Hai Bà Trưng,Chung cư,Sổ hồng,11.8,31,16,1,83,117.8
Quận Long Biên,Chung cư,Sổ hồng,18.4,4,6,5,47,100.5
Quận Hà Đông,Chung cư,Sổ hồng,2.7,24,27,2,97,142.8
Quận Đống Đa,Chung cư,Đã có sổ,1.3,21,22,5,39,158.3
Quận Đống Đa,Chung cư,Sổ hồng,12.4,38,26,4,95,120
Quận Thanh Xuân,Chung cư,Sổ hồng,15,0,25,2,129,122.1
Quận Đống Đa,Chung cư,Đã có sổ,16.3,22,27,5,68,113.6
Quận Thanh Xuân,Duplex,Sổ hồng,4.6,18,22,5,51,144.9
Quận Cầu Giấy,Chung cư,Sổ hồng,4.2,7,16,5,104,154.6
Quận Hà Đông,Penthouse,Sổ hồng,16.9,9,36,1,60,108.3
Quận Hai Bà Trưng,Penthouse,Sổ hồng,7.1,37,35,1,36,142.4
Quận Tây Hồ,Duplex,Sổ hồng,13.4,12,19,5,61,132.6
Quận Hà Đông,Duplex,Sổ hồng,3.4,36,25,2,134,149.6
Quận Đống Đa,Chung cư,Sổ hồng,16.1,11,18,4,141,126.7
Quận Cầu Giấy,Chung cư,Đã có sổ,19.2,27,32,4,83,101.2
Quận Tây Hồ,Penthouse,Sổ hồng,19.4,18,10,1,75,118.8
Quận Đống Đa,Chung cư,Sổ hồng,10.6,0,39,1,86,135.5
Quận Long Biên,Chung cư,Sổ hồng,5.2,36,4,2,97,135.2
Quận Long Biên,Chung cư,Sổ hồng,3.2,19,6,5,102,152.4
Quận Thanh Xuân,Chung cư,Sổ hồng,5.3,29,24,1,35,129.1
Quận Đống Đa,Chung cư,Đã có sổ,12.6,7,5,5,59,125.9
Quận Tây Hồ,Chung cư,Sổ hồng,9,38,30,4,70,137.6
Quận Cầu Giấy,Duplex,Sổ hồng,9.8,39,14,4,107,132.2
Quận Hai Bà Trưng,Chung cư,Đã có sổ,9.7,38,17,1,54,120.4
Quận Tây Hồ,Chung cư,Sổ hồng,16,25,30,2,92,112.8
Quận Thanh Xuân,Chung cư,Sổ hồng,16.7,35,31,5,135,107.7
Quận Long Biên,Chung cư,Đã có sổ,0.8,7,35,2,76,153.5
Quận Tây Hồ,Chung cư,Sổ hồng,18.4,26,39,4,142,119.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,8.1,27,39,1,147,139.3
Quận Thanh Xuân,Duplex,Đã có sổ,5.2,22,3,5,41,140.4
Quận Thanh Xuân,Duplex,Sổ hồng,19.9,24,24,1,54,95.9
Quận Cầu Giấy,Chung cư,Sổ hồng,2.9,8,12,5,37,155.6
Quận Long Biên,Duplex,Đã có sổ,6.8,17,26,4,38,135.8
Quận Long Biên,Chung cư,Sổ hồng,18.2,5,24,2,56,93.5
Quận Đống Đa,Chung cư,Đã có sổ,9.8,2,33,2,62,135.6
Quận Hà Đông,Duplex,Đã có sổ,18.6,39,20,4,50,94.4
Quận Cầu Giấy,Chung cư,Sổ hồng,5.2,26,15,5,133,149.8
Quận Hai Bà Trưng,Chung cư,Sổ hồng,8.4,30,33,4,59,129.4
Quận Hai Bà Trưng,Chung cư,Sổ hồng,1.5,26,38,5,101,153
Quận Tây Hồ,Chung cư,Sổ hồng,9.4,24,7,5,148,139.5
Quận Hai Bà Trưng,Chung cư,Sổ hồng,0.5,14,22,1,119,165.3
Quận Long Biên,Chung cư,Sổ hồng,6.7,8,9,1,129,140.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,14.4,17,10,3,66,113.1
Quận Đống Đa,Chung cư,Sổ hồng,14.6,0,10,4,43,118.7
Quận Hà Đông,Chung cư,Đã có sổ,8.8,11,38,3,35,126.1
Quận Tây Hồ,Duplex,Đã có sổ,0.8,26,25,3,106,172
Quận Đống Đa,Duplex,Sổ hồng,3.1,6,17,2,104,167.9
Quận Hà Đông,Chung cư,Sổ hồng,5.2,17,34,2,139,138
Quận Cầu Giấy,Chung cư,Sổ hồng,0.8,33,19,1,40,149.2
Quận Thanh Xuân,Chung cư,Đã có sổ,4.7,16,15,2,122,155.6
Quận Đống Đa,Chung cư,Sổ hồng,10.7,35,39,2,134,125.4
Quận Thanh Xuân,Chung cư,Đã có sổ,3,36,29,2,50,143.5
Quận Thanh Xuân,Chung cư,Đã có sổ,17.4,1,29,5,63,112.5
Quận Đống Đa,Duplex,Sổ hồng,1.7,37,19,2,92,158.1
Quận Cầu Giấy,Chung cư,Sổ hồng,15.6,12,25,4,110,121.1
Quận Long Biên,Chung cư,Sổ hồng,9.2,34,34,1,126,127.6
Quận Hà Đông,Chung cư,Sổ hồng,12.5,10,36,4,112,121.4
Quận Đống Đa,Duplex,Sổ hồng,9.9,32,32,5,106,134.4
Quận Cầu Giấy,Chung cư,Sổ hồng,8.8,26,19,1,53,135.3
Quận Thanh Xuân,Duplex,Đã có sổ,13.8,4,24,1,120,132.4
Quận Hà Đông,Chung cư,Sổ hồng,4.9,38,21,5,129,136.8
Quận Long Biên,Duplex,Sổ hồng,10,14,37,2,106,133.9
Quận Hai Bà Trưng,Chung cư,Sổ hồng,16.2,36,6,4,131,110.8
Quận Thanh Xuân,Chung cư,Sổ hồng,3.5,5,34,2,122,156.1
Quận Đống Đa,Duplex,Sổ hồng,2.3,31,14,5,118,156.4
Quận Thanh Xuân,Chung cư,Sổ hồng,12.3,26,26,4,126,120.7
Quận Tây Hồ,Chung cư,Sổ hồng,19.3,1,26,4,43,104.5
Quận Tây Hồ,Penthouse,Đã có sổ,8.9,38,3,5,112,163.4
Quận Đống Đa,Chung cư,Đã có sổ,16.4,21,13,4,53,114.8
Quận Hai Bà Trưng,Chung cư,Sổ hồng,9.7,21,16,5,74,122.6
Quận Long Biên,Chung cư,Sổ hồng,5.1,18,6,5,117,143
Quận Hai Bà Trưng,Chung cư,Sổ hồng,10,5,9,3,41,126.2
Quận Hai Bà Trưng,Chung cư,Sổ hồng,9.1,20,31,2,66,123.7
Quận Tây Hồ,Chung cư,Sổ hồng,5.4,30,25,5,49,135.9
Quận Đống Đa,Chung cư,Sổ hồng,7.4,6,19,2,38,136.6
Quận Đống Đa,Chung cư,Sổ hồng,8.1,27,39,1,136,135.6
Quận Long Biên,Chung cư,Sổ hồng,17.3,3,11,4,109,105.1
Quận Hai Bà Trưng,Chung cư,Đã có sổ,6.5,0,3,1,135,159.8
Quận Hai Bà Trưng,Chung cư,Sổ hồng,18.5,8,33,2,36,101.5
Quận Thanh Xuân,Chung cư,Đã có sổ,0.8,6,24,1,106,157.2
Quận Hà Đông,Chung cư,Sổ hồng,3,5,5,3,148,159.7
Quận Cầu Giấy,Chung cư,Sổ hồng,1,3,32,1,89,152.7
Quận Hà Đông,Duplex,Đã có sổ,15.5,29,10,2,94,122
Quận Hà Đông,Duplex,Sổ hồng,2.9,31,18,4,130,142.5
Quận Tây Hồ,Chung cư,Sổ hồng,11.7,22,12,1,115,134
Quận Đống Đa,Chung cư,Sổ hồng,15.7,12,20,3,106,117.5
Quận Long Biên,Chung cư,Sổ hồng,10,30,18,5,127,123.8
Quận Thanh Xuân,Chung cư,Đã có sổ,2.4,21,7,2,119,154.9
Quận Long Biên,Duplex,Sổ hồng,16.8,0,6,3,108,116.2
Quận Đống Đa,Chung cư,Đã có sổ,4.5,14,12,4,79,145.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,2.3,13,37,1,37,142.5
Quận Thanh Xuân,Chung cư,Đã có sổ,15.5,15,27,3,47,116.9
Quận Đống Đa,Penthouse,Đã có sổ,1,39,14,3,43,152.4
Quận Đống Đa,Duplex,Sổ hồng,12.5,25,10,2,99,131.4
Quận Đống Đa,Chung cư,Đã có sổ,8.7,24,36,5,46,131.4
Quận Tây Hồ,Penthouse,Sổ hồng,9,14,3,3,115,150.5
Quận Long Biên,Chung cư,Sổ hồng,16.2,38,19,2,138,105.7
Quận Tây Hồ,Duplex,Sổ hồng,1.4,11,19,3,88,172.9
Quận Hai Bà Trưng,Chung cư,Đã có sổ,15,7,39,3,80,118.3
Quận Tây Hồ,Duplex,Sổ hồng,14.3,26,6,3,41,123.7
Quận Long Biên,Chung cư,Đã có sổ,17.8,28,10,1,67,102.1
Quận Thanh Xuân,Chung cư,Sổ hồng,11.8,22,12,3,89,114.4
Quận Hà Đông,Chung cư,Đã có sổ,3.6,21,27,2,91,141
Quận Thanh Xuân,Chung cư,Sổ hồng,1.4,7,28,3,37,143.6
Quận Cầu Giấy,Chung cư,Sổ hồng,9.1,12,39,1,123,142.6
Quận Thanh Xuân,Duplex,Đã có sổ,14.5,24,18,4,130,119.3
Quận Cầu Giấy,Chung cư,Sổ hồng,1.3,32,14,2,85,152.8
Quận Hai Bà Trưng,Chung cư,Đã có sổ,5.3,4,37,4,108,148.8
Quận Hà Đông,Chung cư,Đã có sổ,15.5,24,39,2,79,112.3
Quận Thanh Xuân,Chung cư,Đã có sổ,5,4,14,4,77,149
Quận Hai Bà Trưng,Duplex,Đã có sổ,7.9,31,37,3,129,147.6
Quận Long Biên,Duplex,Sổ hồng,15.1,13,7,2,67,114
Quận Tây Hồ,Duplex,Sổ hồng,8.9,26,19,1,132,146.7
Quận Đống Đa,Duplex,Sổ hồng,15.5,30,28,2,110,123
Quận Hà Đông,Duplex,Đã có sổ,5.8,34,29,4,70,135.2
Quận Thanh Xuân,Chung cư,Sổ hồng,19.2,8,11,4,46,98.9
Quận Thanh Xuân,Chung cư,Sổ hồng,2.3,29,6,4,80,146.6
Quận Thanh Xuân,Duplex,Sổ hồng,15.2,36,28,3,147,118.6
Quận Hà Đông,Chung cư,Sổ hồng,1.9,36,36,1,67,133.8
Quận Tây Hồ,Penthouse,Sổ hồng,17,0,36,2,49,129.8
Quận Cầu Giấy,Duplex,Sổ hồng,3.2,14,33,2,67,157.5
Quận Thanh Xuân,Chung cư,Đã có sổ,11.9,23,17,4,107,123
Quận Thanh Xuân,Chung cư,Sổ hồng,7,6,18,4,75,138.5
Quận Hai Bà Trưng,Chung cư,Sổ hồng,12.3,33,33,4,72,113.6
Quận Hà Đông,Duplex,Đã có sổ,1.4,27,35,3,104,157.3
Quận Hà Đông,Duplex,Sổ hồng,17.7,14,34,1,125,111.5
Quận Cầu Giấy,Chung cư,Sổ hồng,14.4,17,12,3,91,114.1
Quận Hà Đông,Duplex,Sổ hồng,7.2,34,31,5,106,128.4
Quận Cầu Giấy,Chung cư,Đã có sổ,9.7,10,4,2,91,135.2
Quận Đống Đa,Chung cư,Sổ hồng,12.7,5,26,5,137,129.9
Quận Cầu Giấy,Chung cư,Sổ hồng,12.5,13,26,2,84,123.5
Quận Long Biên,Chung cư,Đã có sổ,13,28,11,5,136,112.2
Quận Đống Đa,Chung cư,Sổ hồng,3.5,15,35,1,50,148.9
Quận Hai Bà Trưng,Chung cư,Đã có sổ,16,3,7,4,97,123.2
Quận Hà Đông,Chung cư,Sổ hồng,9.5,5,13,1,130,132.2
Quận Hà Đông,Penthouse,Đã có sổ,16.1,19,13,2,145,131.4
Quận Cầu Giấy,Chung cư,Sổ hồng,18.6,1,15,4,66,110.3
Quận Đống Đa,Chung cư,Sổ hồng,2.5,18,35,3,78,151.4
Quận Hà Đông,Chung cư,Đã có sổ,7.4,10,6,5,74,132
Quận Hà Đông,Duplex,Sổ hồng,10.9,30,37,5,40,106.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,3.1,19,8,2,85,147
